"Huancane ";1614;Carabaya;Puno
"Huancano ";"990 ";Pisco;Ica
"Huancapi ";"534 ";Víctor Fajardo;Ayacucho
"Huancapon ";1244;Cajatambo;Lima
"Huancarama ";"262 ";Andahuaylas;Apurímac
"Huancarani ";"766 ";Paucartambo;Cusco
"Huancaray ";"263 ";Andahuaylas;Apurímac
"Huancaraylla ";"535 ";Víctor Fajardo;Ayacucho
"Huancarqui ";"386 ";Castilla;Arequipa
"Huancas ";"25  ";Chachapoyas;Amazonas
"Huancaspata ";1162;Pataz;La Libertad
"Huancavelica ";"835 ";Huancavelica;Huancavelica
"Huancaya ";1385;Yauyos;Lima
"Huancayo ";1040;Huancayo;Junín
"Huanchaco ";1191;Trujillo;La Libertad
"Huanchay ";"139 ";Huaraz;Ancash
"Huando ";"869 ";Tayacaja;Huancavelica
"Huandoval ";"202 ";Pallasca;Ancash
"Huangascar ";1386;Yauyos;Lima
"Huanipaca ";"254 ";Abancay;Apurímac
"Huanoquite ";"757 ";Paruro;Cusco
"Huanpara ";1387;Yauyos;Lima
"Huanta ";"464 ";Huanta;Ayacucho
"Huantan ";1388;Yauyos;Lima
"Huantar ";"155 ";Huari;Ancash
Huanuara;1765;Rioja;San Martín
"Huanuco ";"916 ";Huánuco;Huánuco
"Huanuhuanu ";"375 ";Caravelí;Arequipa
"Huanza ";1287;Huarochirí;Lima
"Huañec ";1389;Yauyos;Lima
"Huaquirca ";"280 ";Antabamba;Apurímac
"Huaral ";1273;Huaral;Lima
"Huaranchal ";1147;Otuzco;La Libertad
"Huarango ";"633 ";San Ignacio;Cajamarca
"Huaraz ";"140 ";Huaraz;Ancash
"Huari ";"156 ";Huari;Ancash
"Huariaca ";1501;Daniel A. Carrión;Pasco
"Huaribamba ";"870 ";Tayacaja;Huancavelica
"Huaricolca ";1103;Tarma;Junín
"Huaripampa ";1063;Jauja;Junín
"Huarmaca ";1525;Pasco;Pasco
"Huarmey ";"167 ";Huarmey;Ancash
"Huaro ";"774 ";Quispicanchi;Cusco
"Huarochiri ";1288;Huarochirí;Lima
"Huarocondo ";"691 ";Anta;Cusco
"Huaros ";1249;Canta;Lima
"Huasahuasi ";1104;Tarma;Junín
"Huasicancha ";1041;Huancayo;Junín
"Huasmin ";"566 ";Celendín;Cajamarca
"Huaso ";1143;Julcán;La Libertad
"Huasta ";"105 ";Bolognesi;Ancash
"Huata ";"172 ";Huaylas;Ancash
"Huata ";1650;Lampa;Puno
"Huatasani ";1615;Carabaya;Puno
"Huaura ";1318;Huaura;Lima
"Huaya ";"536 ";Víctor Fajardo;Ayacucho
"Huayacundo Arma ";"849 ";Huaytará;Huancavelica
"Huayan ";"168 ";Huarmey;Ancash
"Huayana ";"264 ";Andahuaylas;Apurímac
"Huay-Huay ";1112;Yauli;Junín
"Huaylas ";"173 ";Huaylas;Ancash
"Huaylillas ";1163;Pataz;La Libertad
"Huayllabamba ";"236 ";Sihuas;Ancash
"Huayllabamba ";"782 ";Urubamba;Cusco
"Huayllacayan ";"106 ";Bolognesi;Ancash
"Huayllahuara ";"836 ";Huancavelica;Huancavelica
"Huayllan ";"209 ";Pomabamba;Ancash
"Huayllapampa ";"215 ";Recuay;Ancash
"Huayllati ";"320 ";Grau;Apurímac
"Huayllay ";1502;Daniel A. Carrión;Pasco
"Huayllay Grande ";"802 ";Angaraes;Huancavelica
"Huayllo ";"291 ";Aymaraes;Apurímac
"Huaynacotas ";"430 ";La Unión;Arequipa
"Huayo ";1164;Pataz;La Libertad
"Huayopata ";"745 ";La Convención;Cusco
"Huayrapata ";1641;Huancané;Puno
"Huaytara ";"850 ";Huaytará;Huancavelica
"Huayucachi ";1042;Huancayo;Junín
"Huertas ";1064;Jauja;Junín
"Huicungo ";1713;El Dorado;San Martín
"Humay ";"991 ";Pisco;Ica
"Humbayoc ";1747;Moyobamba;San Martín
"Iberia ";1457;Ucayali;Loreto
"Ica ";"966 ";Ica;Ica
"Ichocan ";"642 ";San Marcos;Cajamarca
"Ichuña ";1466;Tahuamanu;Madre de Dios
"Ichupalla ";1616;Carabaya;Puno
"Ichupampa ";"402 ";Caylloma;Arequipa
Ignacio Escudero;1563;Paita;Piura
"Iguain ";"465 ";Huanta;Ayacucho
"Ihuari ";1274;Huaral;Lima
Ilabaya;1767;San Martín;San Martín
"Ilave ";1610;Azángaro;Puno
"Illimo ";1225;Lambayeque;Lambayeque
"Ilo ";1476;Tambopata;Madre de Dios
"Imaza ";"4   ";Bagua;Amazonas
"Imperial ";1258;Cañete;Lima
"Inahuaya ";1449;Putumayo;Loreto
"Inambari ";1460;Manu;Madre de Dios
"Incahuasi ";1220;Ferreñafe;Lambayeque
Inclan;1773;Tocache;San Martín
"Independencia ";"141 ";Huaraz;Ancash
"Independencia ";"543 ";Vilcashuamán;Ayacucho
"Independencia ";"992 ";Pisco;Ica
"Independencia ";1335;Lima;Lima
"Indiana ";1425;Loreto;Loreto
"Ingenio ";1043;Huancayo;Junín
"Inguilpata ";"46  ";Luya;Amazonas
"Iñapari ";1458;Ucayali;Loreto
"Iparia ";1805;Tumbes;Tumbes
"Iquitos ";1426;Loreto;Loreto
"Iray ";"417 ";Condesuyos;Arequipa
"Irazola ";1810;Zarumilla;Tumbes
"Islay ";"423 ";Islay;Arequipa
Ite;1768;San Martín;San Martín
"Ituata ";1596;Sullana;Piura
"Izcuchaca ";"837 ";Huancavelica;Huancavelica
"Jacas Chico ";"952 ";Yarowilca;Huánuco
"Jacas Grande ";"904 ";Huamalíes;Huánuco
"Jacobo Hunter ";"336 ";Arequipa;Arequipa
"Jaen ";"624 ";Jaén;Cajamarca
"Jamalca ";"81  ";Utcubamba;Amazonas
"Jangas ";"142 ";Huaraz;Ancash
"Janjaillo ";1065;Jauja;Junín
"Jaqui ";"376 ";Caravelí;Arequipa
"Jarpa ";1010;Chupaca;Junín
"Jauja ";1066;Jauja;Junín
"Jayanca ";1226;Lambayeque;Lambayeque
"Jazan ";"11  ";Bongará;Amazonas
"Jeberos ";1410;Alto Amazonas;Loreto
"Jenaro Herrera ";1441;Maynas;Loreto
"Jepelacio ";1719;Huallaga;San Martín
"Jequetepeque ";1156;Pacasmayo;La Libertad
"Jesus ";"556 ";Cajamarca;Cajamarca
"Jesus ";"924 ";Lauricocha;Huánuco
"Jesus Maria ";1336;Lima;Lima
"Jilili ";1514;Oxapampa;Pasco
"Jircan ";"905 ";Huamalíes;Huánuco
"Jivia ";"925 ";Lauricocha;Huánuco
"Jorge Chavez ";"567 ";Celendín;Cajamarca
Jose Crespo Y Castillo;"932 ";Leoncio Prado;Huánuco
Jose Domingo Choquehuanca;1582;Sechura;Piura
"Jose Galvez ";"568 ";Celendín;Cajamarca
"Jose Leonardo Ortiz ";1207;Chiclayo;Lambayeque
Jose Luis Bustamante Y Rivero;"337 ";Arequipa;Arequipa
Jose Manuel Quiroz;"643 ";San Marcos;Cajamarca
"Jose Maria Quimper ";"360 ";Camaná;Arequipa
"Jose Sabogal ";"644 ";San Marcos;Cajamarca
"Juan Espinoza Medrano ";"281 ";Antabamba;Apurímac
"Juan Guerra ";1748;Moyobamba;San Martín
"Juanjui ";1714;El Dorado;San Martín
"Julcamarca ";"803 ";Angaraes;Huancavelica
"Julcan ";1067;Jauja;Junín
"Julcan ";1144;Julcán;La Libertad
"Juli ";1603;Talara;Piura
"Juliaca ";1667;Moho;Puno
"Jumbilla ";"12  ";Bongará;Amazonas
"Junin ";1091;Junín;Junín
"Justo Apu Sahuaraura ";"292 ";Aymaraes;Apurímac
"Kaquiabamba ";"265 ";Andahuaylas;Apurímac
"Kelluyo ";1604;Talara;Piura
"Kishuara ";"266 ";Andahuaylas;Apurímac
"Kosñipata ";"767 ";Paucartambo;Cusco
"Kunturkanki ";"705 ";Canas;Cusco
"La Arena ";1551;Huancabamba;Piura
La Banda De Shilcayo;1749;Moyobamba;San Martín
"La Brea ";1571;Piura;Piura
"La Capilla ";1467;Tahuamanu;Madre de Dios
"La Coipa ";"634 ";San Ignacio;Cajamarca
"La Cruz ";1790;Tacna;Tacna
"La Cuesta ";1148;Otuzco;La Libertad
"La Esperanza ";"666 ";Santa Cruz;Cajamarca
"La Esperanza ";1192;Trujillo;La Libertad
"La Florida ";"650 ";San Miguel;Cajamarca
"La Huaca ";1543;Huancabamba;Piura
"La Jalca ";"26  ";Chachapoyas;Amazonas
"La Joya ";"338 ";Arequipa;Arequipa
"La Libertad ";"143 ";Huaraz;Ancash
La Libertad De Pallan;"569 ";Celendín;Cajamarca
"La Matanza ";1533;Ayabaca;Piura
"La Merced ";"87  ";Aija;Ancash
"La Merced ";"825 ";Churcampa;Huancavelica
"La Molina ";1337;Lima;Lima
"La Oroya ";1113;Yauli;Junín
"La Pampa ";"134 ";Corongo;Ancash
"La Peca ";"5   ";Bagua;Amazonas
"La Perla ";"677 ";Callao;Callao
"La Primavera ";"107 ";Bolognesi;Ancash
"La Punta ";"678 ";Callao;Callao
"La Ramada ";"606 ";Cutervo;Cajamarca
"La Tinguiña ";"967 ";Ica;Ica
"La Union ";"890 ";Dos de Mayo;Huánuco
"La Union ";1105;Tarma;Junín
"La Union ";1552;Huancabamba;Piura
"La Victoria ";1208;Chiclayo;Lambayeque
"La Victoria ";1338;Lima;Lima
"Laberinto ";1461;Manu;Madre de Dios
"Lacabamba ";"203 ";Pallasca;Ancash
"Lachaqui ";1250;Canta;Lima
"Lagunas ";1209;Chiclayo;Lambayeque
"Lagunas ";1411;Alto Amazonas;Loreto
"Lagunas ";1515;Oxapampa;Pasco
"Lahuaytambo ";1289;Huarochirí;Lima
"Lajas ";"585 ";Chota;Cajamarca
"Lalaquiz ";1526;Pasco;Pasco
"Lamas ";1705;Bellavista;San Martín
"Lamay ";"698 ";Calca;Cusco
"Lambayeque ";1227;Lambayeque;Lambayeque
"Lambrama ";"255 ";Abancay;Apurímac
"Lampa ";"508 ";Páucar del Sara Sara;Ayacucho
"Lampa ";1623;Chucuito;Puno
"Lampian ";1275;Huaral;Lima
"Lamud ";"47  ";Luya;Amazonas
"Lancones ";1564;Paita;Piura
"Langa ";1290;Huarochirí;Lima
"Langui ";"706 ";Canas;Cusco
"Laramarca ";"851 ";Huaytará;Huancavelica
"Laramate ";"483 ";Lucanas;Ayacucho
"Laraos ";1291;Huarochirí;Lima
"Laraos ";1390;Yauyos;Lima
"Laredo ";1193;Trujillo;La Libertad
"Lares ";"699 ";Calca;Cusco
"Lari ";"403 ";Caylloma;Arequipa
"Laria ";"838 ";Huancavelica;Huancavelica
"Las Amazonas ";1427;Loreto;Loreto
"Las Lomas ";1553;Huancabamba;Piura
"Las Piedras ";1462;Manu;Madre de Dios
"Las Pirias ";"625 ";Jaén;Cajamarca
"Layo ";"707 ";Canas;Cusco
"Leimebamba ";"27  ";Chachapoyas;Amazonas
"Leoncio Prado ";"484 ";Lucanas;Ayacucho
"Leoncio Prado ";1319;Huaura;Lima
"Leonor Ordoñez ";1068;Jauja;Junín
"Levanto ";"28  ";Chachapoyas;Amazonas
"Lima ";1339;Lima;Lima
"Limabamba ";"68  ";Rodríguez de Mendoza;Amazonas
"Limatambo ";"692 ";Anta;Cusco
"Limbani ";1670;Puno;Puno
"Lince ";1340;Lima;Lima
"Lincha ";1391;Yauyos;Lima
"Lircay ";"804 ";Angaraes;Huancavelica
"Livitaca ";"723 ";Chumbivilcas;Cusco
"Llacanora ";"557 ";Cajamarca;Cajamarca
"Llacllin ";"216 ";Recuay;Ancash
"Llalli ";1634;El Collao;Puno
"Llama ";"183 ";Mariscal Luzuriaga;Ancash
"Llama ";"586 ";Chota;Cajamarca
"Llamellin ";"92  ";Antonio Raymondi;Ancash
"Llapa ";"651 ";San Miguel;Cajamarca
"Llapo ";"204 ";Pallasca;Ancash
"Llata ";"906 ";Huamalíes;Huánuco
"Llauta ";"485 ";Lucanas;Ayacucho
"Llaylla ";1095;Satipo;Junín
"Llipa ";"193 ";Ocros;Ancash
"Llipata ";"985 ";Palpa;Ica
"Llocllapampa ";1069;Jauja;Junín
"Lloque ";1468;Tahuamanu;Madre de Dios
"Llumpa ";"184 ";Mariscal Luzuriaga;Ancash
"Llusco ";"724 ";Chumbivilcas;Cusco
"Lluta ";"404 ";Caylloma;Arequipa
"Lobitos ";1572;Piura;Piura
"Locroja ";"826 ";Churcampa;Huancavelica
Locumba;1769;San Martín;San Martín
"Lomas ";"377 ";Caravelí;Arequipa
"Longar ";"69  ";Rodríguez de Mendoza;Amazonas
"Longotea ";1131;Bolívar;La Libertad
"Longuita ";"48  ";Luya;Amazonas
"Lonya Chico ";"49  ";Luya;Amazonas
"Lonya Grande ";"82  ";Utcubamba;Amazonas
"Los Aquijes ";"968 ";Ica;Ica
Los Baños Del Inca;"558 ";Cajamarca;Cajamarca
"Los Morochucos ";"440 ";Cangallo;Ayacucho
"Los Olivos ";1341;Lima;Lima
"Los Organos ";1573;Piura;Piura
"Lucanas ";"486 ";Lucanas;Ayacucho
"Lucma ";"185 ";Mariscal Luzuriaga;Ancash
"Lucma ";1138;Gran Chimú;La Libertad
"Lucre ";"293 ";Aymaraes;Apurímac
"Lucre ";"775 ";Quispicanchi;Cusco
"Luis Carranza ";"473 ";La Mar;Ayacucho
"Lunahuana ";1259;Cañete;Lima
"Luricocha ";"466 ";Huanta;Ayacucho
"Lurigancho ";1342;Lima;Lima
"Lurin ";1343;Lima;Lima
"Luya ";"50  ";Luya;Amazonas
"Luya Viejo ";"51  ";Luya;Amazonas
"Luyando ";"933 ";Leoncio Prado;Huánuco
"Maca ";"405 ";Caylloma;Arequipa
"Macari ";1635;El Collao;Puno
"Macate ";"226 ";Santa;Ancash
"Machaguay ";"387 ";Castilla;Arequipa
"Mache ";1149;Otuzco;La Libertad
"Machupicchu ";"783 ";Urubamba;Cusco
"Macusani ";1597;Sullana;Piura
"Madean ";1392;Yauyos;Lima
"Madre De Dios ";1455;Requena;Loreto
"Madrigal ";"406 ";Caylloma;Arequipa
"Magdalena ";"29  ";Chachapoyas;Amazonas
"Magdalena ";"559 ";Cajamarca;Cajamarca
"Magdalena De Cao ";1124;Ascope;La Libertad
"Magdalena Del Mar ";1344;Lima;Lima
"Magdalena Vieja ";1345;Lima;Lima
"Mala ";1260;Cañete;Lima
"Malvas ";"169 ";Huarmey;Ancash
"Mamara ";"321 ";Grau;Apurímac
"Manas ";1245;Cajatambo;Lima
"Mancora ";1574;Piura;Piura
"Mancos ";"243 ";Yungay;Ancash
"Mangas ";"108 ";Bolognesi;Ancash
"Manseriche ";1412;Alto Amazonas;Loreto
"Manta ";"839 ";Huancavelica;Huancavelica
"Manu ";1456;Requena;Loreto
"Manuel Antonio Mesones Muro ";1221;Ferreñafe;Lambayeque
"Manzanares ";1020;Concepción;Junín
"Mañazo ";1651;Lampa;Puno
"Maquia ";1442;Maynas;Loreto
"Mara ";"314 ";Cotabambas;Apurímac
"Marangani ";"714 ";Canchis;Cusco
"Maranura ";"746 ";La Convención;Cusco
"Maras ";"784 ";Urubamba;Cusco
"Marca ";"217 ";Recuay;Ancash
"Marcabal ";1177;Sánchez Carrión;La Libertad
"Marcabamba ";"509 ";Páucar del Sara Sara;Ayacucho
"Marcapata ";"776 ";Quispicanchi;Cusco
"Marcapomacocha ";1114;Yauli;Junín
"Marcara ";"117 ";Carhuaz;Ancash
"Marcas ";"792 ";Acobamba;Huancavelica
"Marcavelica ";1565;Paita;Piura
"Marco ";1070;Jauja;Junín
"Marcona ";"982 ";Nazca;Ica
"Margos ";"917 ";Huánuco;Huánuco
"Maria ";"52  ";Luya;Amazonas
Maria Parado De Bellido;"441 ";Cangallo;Ayacucho
Mariano Damaso Beraun;"934 ";Leoncio Prado;Huánuco
"Mariano Melgar ";"339 ";Arequipa;Arequipa
Mariano Nicolas Valcarcel;"361 ";Camaná;Arequipa
"Marias ";"891 ";Dos de Mayo;Huánuco
"Mariatana ";1292;Huarochirí;Lima
Mariscal Benavides;"70  ";Rodríguez de Mendoza;Amazonas
"Mariscal Caceres ";"362 ";Camaná;Arequipa
"Mariscal Caceres ";"840 ";Huancavelica;Huancavelica
Mariscal Castilla;"30  ";Chachapoyas;Amazonas
"Mariscal Castilla ";1021;Concepción;Junín
"Marmot ";1139;Gran Chimú;La Libertad
"Masin ";"157 ";Huari;Ancash
"Masisea ";1806;Tumbes;Tumbes
"Masma ";1071;Jauja;Junín
"Masma Chicche ";1072;Jauja;Junín
"Matacoto ";"244 ";Yungay;Ancash
"Matahuasi ";1022;Concepción;Junín
"Matalaque ";1469;Tahuamanu;Madre de Dios
"Matapalo ";1796;Tarata;Tacna
"Matara ";"560 ";Cajamarca;Cajamarca
"Mato ";"174 ";Huaylas;Ancash
"Matucanas ";1293;Huarochirí;Lima
"Mazamari ";1096;Satipo;Junín
"Mazan ";1428;Loreto;Loreto
"Mejia ";"424 ";Islay;Arequipa
"Micaela Bastidas ";"322 ";Grau;Apurímac
"Miguel Checa ";1566;Paita;Piura
"Miguel Iglesias ";"570 ";Celendín;Cajamarca
"Milpuc ";"71  ";Rodríguez de Mendoza;Amazonas
"Miracosta ";"587 ";Chota;Cajamarca
"Miraflores ";"340 ";Arequipa;Arequipa
"Miraflores ";"907 ";Huamalíes;Huánuco
"Miraflores ";1346;Lima;Lima
"Miraflores ";1393;Yauyos;Lima
"Mirgas ";"93  ";Antonio Raymondi;Ancash
"Mito ";1023;Concepción;Junín
"Moche ";1194;Trujillo;La Libertad
"Mochumi ";1228;Lambayeque;Lambayeque
"Moho ";1642;Huancané;Puno
"Molino ";"940 ";Pachitea;Huánuco
"Molinopampa ";"31  ";Chachapoyas;Amazonas
"Molinos ";1073;Jauja;Junín
"Mollebamba ";1183;Santiago de Chuco;La Libertad
"Mollebaya ";"341 ";Arequipa;Arequipa
"Mollendo ";"425 ";Islay;Arequipa
"Mollepampa ";"816 ";Castrovirreyna;Huancavelica
"Mollepata ";"693 ";Anta;Cusco
"Mollepata ";1184;Santiago de Chuco;La Libertad
"Monobamba ";1074;Jauja;Junín
"Monsefu ";1210;Chiclayo;Lambayeque
"Montero ";1516;Oxapampa;Pasco
"Montivideo ";"32  ";Chachapoyas;Amazonas
"Monzon ";"908 ";Huamalíes;Huánuco
"Moquegua ";1480;General Sánchez Cerro;Moquegua
"Morales ";1750;Moyobamba;San Martín
"Morcolla ";"520 ";Sucre;Ayacucho
"Moro ";"227 ";Santa;Ancash
"Morococha ";1115;Yauli;Junín
"Morona ";1413;Alto Amazonas;Loreto
"Morrope ";1229;Lambayeque;Lambayeque
"Morropon ";1534;Ayabaca;Piura
"Mosoc Llacta ";"683 ";Acomayo;Cusco
"Motupe ";1230;Lambayeque;Lambayeque
"Moya ";"841 ";Huancavelica;Huancavelica
"Moyobamba ";1720;Huallaga;San Martín
"Muñani ";1583;Sechura;Piura
"Muqui ";1075;Jauja;Junín
"Muquiyauyo ";1076;Jauja;Junín
"Musga ";"186 ";Mariscal Luzuriaga;Ancash
"Namballe ";"635 ";San Ignacio;Cajamarca
"Namora ";"561 ";Cajamarca;Cajamarca
"Nanchoc ";"652 ";San Miguel;Cajamarca
"Napo ";1429;Loreto;Loreto
"Nauta ";1418;Datem del Marañón;Loreto
"Navan ";1371;Oyón;Lima
"Nazca ";"983 ";Nazca;Ica
"Nepeña ";"228 ";Santa;Ancash
"Nicasio ";1624;Chucuito;Puno
"Nicolas De Pierola ";"363 ";Camaná;Arequipa
"Niepos ";"653 ";San Miguel;Cajamarca
"Nieva ";"40  ";Condorcanqui;Amazonas
"Ninabamba ";"667 ";Santa Cruz;Cajamarca
"Ninacaca ";1503;Daniel A. Carrión;Pasco
"Nueva Arica ";1211;Chiclayo;Lambayeque
"Nueva Cajamarca ";1735;Mariscal Cáceres;San Martín
"Nueva Requena ";1807;Tumbes;Tumbes
"Nueve De Julio ";1024;Concepción;Junín
"Nuevo Chimbote ";"229 ";Santa;Ancash
"Nuevo Imperial ";1261;Cañete;Lima
"Nuevo Occoro ";"842 ";Huancavelica;Huancavelica
"Nuevo Progreso ";1756;Picota;San Martín
"Nuñoa ";1636;El Collao;Puno
"Ñahuimpuquio ";"871 ";Tayacaja;Huancavelica
"Obas ";"953 ";Yarowilca;Huánuco
"Ocalli ";"53  ";Luya;Amazonas
"Ocaña ";"487 ";Lucanas;Ayacucho
"Ocobamba ";"306 ";Chincheros;Apurímac
"Ocobamba ";"747 ";La Convención;Cusco
"Ocongate ";"777 ";Quispicanchi;Cusco
"Ocoña ";"364 ";Camaná;Arequipa
"Ocoruro ";"740 ";Espinar;Cusco
"Ocoyo ";"852 ";Huaytará;Huancavelica
"Ocros ";"194 ";Ocros;Ancash
"Ocros ";"449 ";Huamanga;Ayacucho
"Ocucaje ";"969 ";Ica;Ica
"Ocumal ";"54  ";Luya;Amazonas
"Ocuviri ";1625;Chucuito;Puno
"Ollachea ";1598;Sullana;Piura
"Ollantaytambo ";"785 ";Urubamba;Cusco
"Ollaraya ";1680;San Antonio de Putina;Puno
"Olleros ";"33  ";Chachapoyas;Amazonas
"Olleros ";"144 ";Huaraz;Ancash
"Olmos ";1231;Lambayeque;Lambayeque
"Omacha ";"758 ";Paruro;Cusco
"Omas ";1394;Yauyos;Lima
"Omate ";1470;Tahuamanu;Madre de Dios
"Omia ";"72  ";Rodríguez de Mendoza;Amazonas
"Ondores ";1092;Junín;Junín
"Ongon ";1165;Pataz;La Libertad
"Ongoy ";"307 ";Chincheros;Apurímac
"Orcopampa ";"388 ";Castilla;Arequipa
"Orcotuna ";1025;Concepción;Junín
"Oropesa ";"282 ";Antabamba;Apurímac
"Oropesa ";"778 ";Quispicanchi;Cusco
"Orurillo ";1637;El Collao;Puno
"Otoca ";"488 ";Lucanas;Ayacucho
"Otuzco ";1150;Otuzco;La Libertad
"Oxamarca ";"571 ";Celendín;Cajamarca
"Oxapampa ";1494;Mariscal Nieto;Moquegua
"Oyolo ";"510 ";Páucar del Sara Sara;Ayacucho
"Oyon ";1372;Oyón;Lima
"Oyotun ";1212;Chiclayo;Lambayeque
"Paca ";1077;Jauja;Junín
"Pacaipampa ";1517;Oxapampa;Pasco
"Pacanga ";1135;Chepén;La Libertad
"Pacapausa ";"501 ";Parinacochas;Ayacucho
"Pacaran ";1262;Cañete;Lima
"Pacaraos ";1276;Huaral;Lima
"Pacasmayo ";1157;Pacasmayo;La Libertad
"Pacaycasa ";"450 ";Huamanga;Ayacucho
"Paccaritambo ";"759 ";Paruro;Cusco
"Paccha ";"588 ";Chota;Cajamarca
"Paccha ";1078;Jauja;Junín
"Paccha ";1116;Yauli;Junín
"Paccho ";1320;Huaura;Lima
"Pachacamac ";1347;Lima;Lima
"Pachaconas ";"283 ";Antabamba;Apurímac
"Pachacutec ";"970 ";Ica;Ica
"Pachamarca ";"872 ";Tayacaja;Huancavelica
"Pachas ";"892 ";Dos de Mayo;Huánuco
Pachia;1774;Tocache;San Martín
"Pachiza ";1715;El Dorado;San Martín
"Pacllon ";"109 ";Bolognesi;Ancash
"Pacobamba ";"267 ";Andahuaylas;Apurímac
"Pacocha ";1477;Tambopata;Madre de Dios
"Pacora ";1232;Lambayeque;Lambayeque
"Pacucha ";"268 ";Andahuaylas;Apurímac
"Padre Abad ";1811;Zarumilla;Tumbes
"Padre Marquez ";1450;Putumayo;Loreto
"Paico ";"521 ";Sucre;Ayacucho
"Paijan ";1125;Ascope;La Libertad
"Painas ";1518;Oxapampa;Pasco
"Paita ";1544;Huancabamba;Piura
"Pajarillo ";1716;El Dorado;San Martín
Palca;1775;Tocache;San Martín
"Palca ";"843 ";Huancavelica;Huancavelica
"Palca ";1106;Tarma;Junín
"Palca ";1626;Chucuito;Puno
"Palcamayo ";1107;Tarma;Junín
"Palcazu ";1495;Mariscal Nieto;Moquegua
"Pallanchacra ";1504;Daniel A. Carrión;Pasco
"Pallasca ";"205 ";Pallasca;Ancash
"Pallpata ";"741 ";Espinar;Cusco
"Palpa ";"986 ";Palpa;Ica
"Pamacocha ";"793 ";Acobamba;Huancavelica
"Pampa Hermosa ";1097;Satipo;Junín
"Pampa Hermosa ";1451;Putumayo;Loreto
"Pampachiri ";"269 ";Andahuaylas;Apurímac
"Pampacolca ";"389 ";Castilla;Arequipa
"Pampamarca ";"431 ";La Unión;Arequipa
"Pampamarca ";"708 ";Canas;Cusco
"Pampamarca ";"954 ";Yarowilca;Huánuco
"Pamparomas ";"175 ";Huaylas;Ancash
"Pampas ";"145 ";Huaraz;Ancash
"Pampas ";"206 ";Pallasca;Ancash
"Pampas ";"873 ";Tayacaja;Huancavelica
"Pampas Chico ";"218 ";Recuay;Ancash
Pampas De Hospital;1791;Tacna;Tacna
"Panao ";"941 ";Pachitea;Huánuco
"Pancan ";1079;Jauja;Junín
"Panchangara ";1373;Oyón;Lima
"Pangoa ";1098;Satipo;Junín
"Papaplaya ";1751;Moyobamba;San Martín
"Papayal ";1797;Tarata;Tacna
"Paracas ";"993 ";Pisco;Ica
"Paramonga ";1237;Barranca;Lima
"Paranday ";1151;Otuzco;La Libertad
"Pararca ";"511 ";Páucar del Sara Sara;Ayacucho
"Pararin ";"219 ";Recuay;Ancash
"Paras ";"442 ";Cangallo;Ayacucho
"Paratia ";1627;Chucuito;Puno
"Parco ";1080;Jauja;Junín
"Parcona ";"971 ";Ica;Ica
"Parcoy ";1166;Pataz;La Libertad
"Pardo Miguel ";1736;Mariscal Cáceres;San Martín
"Pariacoto ";"146 ";Huaraz;Ancash
"Pariahuanca ";"118 ";Carhuaz;Ancash
"Pariahuanca ";1044;Huancayo;Junín
"Parinari ";1419;Datem del Marañón;Loreto
"Pariñas ";1575;Piura;Piura
"Parobamba ";"210 ";Pomabamba;Ancash
"Paruro ";"760 ";Paruro;Cusco
"Pastaza ";1414;Alto Amazonas;Loreto
"Patambuco ";1671;Puno;Puno
"Pataypampa ";"323 ";Grau;Apurímac
"Pataz ";1167;Pataz;La Libertad
"Pativilca ";1238;Barranca;Lima
"Paucar ";1486;Ilo;Moquegua
"Paucara ";"794 ";Acobamba;Huancavelica
"Paucarbamba ";"827 ";Churcampa;Huancavelica
"Paucarcolla ";1652;Lampa;Puno
"Paucarpata ";"342 ";Arequipa;Arequipa
"Paucartambo ";"768 ";Paucartambo;Cusco
"Paucartambo ";1505;Daniel A. Carrión;Pasco
"Paucas ";"158 ";Huari;Ancash
"Pausa ";"512 ";Páucar del Sara Sara;Ayacucho
"Pazos ";"874 ";Tayacaja;Huancavelica
"Pebas ";1434;Mariscal Ramón Castilla;Loreto
"Pedro Galvez ";"645 ";San Marcos;Cajamarca
Pedro Vilca Apaza;1660;Melgar;Puno
"Perene ";"999 ";Chanchamayo;Junín
"Phara ";1672;Puno;Puno
"Pias ";1168;Pataz;La Libertad
"Pichacani ";1653;Lampa;Puno
"Pichanaqui ";1000;Chanchamayo;Junín
"Pichari ";"748 ";La Convención;Cusco
"Pichigua ";"742 ";Espinar;Cusco
"Pichirhua ";"256 ";Abancay;Apurímac
"Picota ";1725;Lamas;San Martín
"Picsi ";1213;Chiclayo;Lambayeque
"Pilchaca ";"844 ";Huancavelica;Huancavelica
"Pilcomayo ";1045;Huancayo;Junín
"Pilcuyo ";1611;Azángaro;Puno
"Pillpinto ";"761 ";Paruro;Cusco
"Pilluana ";1726;Lamas;San Martín
"Pilpichaca ";"853 ";Huaytará;Huancavelica
"Pimentel ";1214;Chiclayo;Lambayeque
"Pimpingos ";"607 ";Cutervo;Cajamarca
"Pinra ";"901 ";Huacaybamba;Huánuco
"Pinto Recodo ";1706;Bellavista;San Martín
"Pion ";"589 ";Chota;Cajamarca
"Pira ";"147 ";Huaraz;Ancash
"Pisac ";"700 ";Calca;Cusco
"Pisacoma ";1605;Talara;Piura
"Pisco ";"994 ";Pisco;Ica
"Piscobamba ";"187 ";Mariscal Luzuriaga;Ancash
